LenderYield,ProsperScore,BorrowerState,Occupation,OriginationYear,CreditScoreRangeLower
0.1234,5.0,MA,Other,2013,820.0
0.3034,2.0,UT,Construction,2013,660.0
0.2299,4.0,CA,Other,2011,700.0
0.1814,4.0,IL,Laborer,2013,720.0
0.0999,11.0,NC,Professional,2014,680.0
0.1485,8.0,CT,Computer Programmer,2014,640.0
0.3077,4.0,NC,Clergy,2012,660.0
0.2525,6.0,IL,Other,2010,740.0
0.22,9.0,MI,Teacher,2010,600.0
0.3049,4.0,KY,Other,2011,660.0
0.1579,8.0,VA,Professional,2012,700.0
0.306,1.0,SC,Religious,2011,600.0
0.1499,9.0,NJ,Sales - Commission,2012,700.0
0.0624,10.0,CT,Attorney,2012,800.0
0.1099,5.0,CT,Professional,2014,760.0
0.3099,5.0,MA,Teacher,2011,680.0
0.1799,4.0,CA,Medical Technician,2013,640.0
0.1668,9.0,OR,Professional,2012,700.0
0.2832,2.0,AZ,Other,2013,680.0
0.0669,9.0,NY,Executive,2014,700.0
0.1385,10.0,TX,Executive,2013,680.0
0.1419,7.0,MD,Biologist,2013,740.0
0.275,2.0,CA,Realtor,2014,640.0
0.0934,6.0,NV,Administrative Assistant,2013,780.0
0.134,5.0,CA,Analyst,2013,700.0
0.3049,4.0,NY,Food Service Management,2011,760.0
0.3077,4.0,AL,Other,2012,720.0
0.085,9.0,IN,Attorney,2009,820.0
0.1255,7.0,MD,Professional,2014,740.0
0.0769,10.0,FL,Attorney,2013,760.0
0.221,4.0,GA,Professional,2013,660.0
0.1999,7.0,NY,Postal Service,2012,760.0
0.1924,3.0,NY,Clerical,2013,780.0
0.0616,9.0,CA,Administrative Assistant,2013,780.0
0.1149,8.0,NJ,Computer Programmer,2013,720.0
0.2368,7.0,MS,Other,2012,720.0
0.0709,8.0,CA,Engineer - Electrical,2014,720.0
0.0989,7.0,FL,Accountant/CPA,2012,740.0
0.2466,4.0,NY,Bus Driver,2013,740.0
0.1595,4.0,WA,Executive,2013,660.0
0.1634,3.0,CA,Other,2013,800.0
0.163,6.0,NY,Other,2013,640.0
0.2499,7.0,KS,Skilled Labor,2011,640.0
0.17,4.0,MN,Clerical,2013,700.0
0.0649,10.0,WA,Professional,2012,760.0
0.221,4.0,WA,Sales - Retail,2013,700.0
0.1299,11.0,NY,Truck Driver,2013,760.0
0.1435,6.0,MO,Teacher,2014,640.0
0.2466,7.0,FL,Professional,2013,620.0
0.1214,9.0,TX,Food Service Management,2014,720.0
0.0989,8.0,KY,Other,2012,720.0
0.1199,5.0,MI,Professional,2013,660.0
0.2767,6.0,KS,Other,2012,700.0
0.1805,4.0,CA,Architect,2014,680.0
0.2999,4.0,ID,Professional,2011,640.0
0.2499,7.0,GA,Other,2011,660.0
0.0505,11.0,PA,Engineer - Electrical,2013,800.0
0.185,4.0,WI,Engineer - Mechanical,2013,700.0
0.152,6.0,IN,Truck Driver,2013,700.0
0.2659,7.0,GA,Other,2012,660.0
0.2135,3.0,CO,Other,2014,720.0
0.142,4.0,MN,Skilled Labor,2013,680.0
0.1249,7.0,TX,Other,2013,680.0
0.1479,4.0,CO,Other,2013,720.0
0.3077,3.0,NH,Accountant/CPA,2012,680.0
0.3077,4.0,WY,Teacher,2012,700.0
0.3065,6.0,NY,Laborer,2012,680.0
0.3034,5.0,KY,Other,2013,700.0
0.277,5.0,IN,Nurse (RN),2012,740.0
0.2299,3.0,MA,Other,2011,700.0
0.1435,9.0,IL,Administrative Assistant,2014,700.0
0.3025,1.0,NJ,Analyst,2011,620.0
0.1255,6.0,TX,Executive,2014,740.0
0.1674,8.0,FL,Retail Management,2012,720.0
0.3099,4.0,PA,Engineer - Electrical,2011,640.0
0.1981,4.0,VA,Engineer - Electrical,2012,680.0
0.1919,8.0,CA,Accountant/CPA,2012,660.0
0.17,5.0,MI,Construction,2013,660.0
0.2524,2.0,PA,Accountant/CPA,2014,660.0
0.191,4.0,CA,Computer Programmer,2014,660.0
0.2927,6.0,MD,Tradesman - Mechanic,2012,640.0
0.2437,5.0,GA,Analyst,2011,620.0
0.267,9.0,CA,Investor,2009,660.0
0.2858,6.0,TX,Tradesman - Mechanic,2012,660.0
0.1374,7.0,CA,Computer Programmer,2013,760.0
0.2392,3.0,PA,Professional,2013,700.0
0.156,8.0,PA,Professional,2013,640.0
0.2159,7.0,AL,Religious,2013,660.0
0.3025,5.0,MN,Other,2011,620.0
0.3077,3.0,FL,Nurse (LPN),2012,720.0
0.2799,3.0,GA,Food Service Management,2011,600.0
0.1214,7.0,MD,Teacher,2014,680.0
0.2184,2.0,WA,Laborer,2013,740.0
0.0874,9.0,SC,Flight Attendant,2012,740.0
0.2599,3.0,CA,Nurse (LPN),2013,660.0
0.1999,7.0,GA,Professional,2012,720.0
0.1234,7.0,IN,Professional,2013,740.0
0.3077,3.0,CA,Principal,2012,700.0
0.1149,5.0,PA,Nurse (RN),2013,700.0
0.2539,3.0,MA,Administrative Assistant,2013,640.0
0.1349,8.0,CT,Administrative Assistant,2012,700.0
0.145,10.0,CA,Civil Service,2013,700.0
0.1634,6.0,IL,Other,2013,700.0
0.2219,6.0,TX,Social Worker,2013,680.0
0.1199,6.0,KY,Other,2013,680.0
0.1949,7.0,MS,Principal,2012,680.0
0.0749,9.0,MI,Tradesman - Mechanic,2013,720.0
0.1409,8.0,IL,Civil Service,2012,660.0
0.0989,8.0,IN,Truck Driver,2013,760.0
0.2599,5.0,NC,Other,2011,720.0
0.1054,8.0,CA,Tradesman - Electrician,2011,780.0
0.166,5.0,CO,Computer Programmer,2013,660.0
0.1664,8.0,TN,Professional,2011,680.0
0.3025,3.0,KY,Other,2011,620.0
0.1985,3.0,FL,Psychologist,2013,680.0
0.2125,4.0,AR,Pilot - Private/Commercial,2013,660.0
0.1919,8.0,CO,Postal Service,2012,640.0
0.1199,8.0,NM,Teacher,2013,680.0
0.1349,6.0,OK,Retail Management,2012,720.0
0.0709,10.0,NJ,Truck Driver,2013,740.0
0.2437,3.0,WA,Other,2011,660.0
0.1669,7.0,WA,Administrative Assistant,2013,680.0
0.174,2.0,AZ,Professional,2013,720.0
0.174,4.0,AZ,Professional,2013,720.0
0.3099,7.0,IN,Food Service,2011,640.0
0.3099,4.0,NY,Analyst,2011,700.0
0.3077,4.0,IN,Computer Programmer,2012,660.0
0.2594,3.0,OH,Other,2014,660.0
0.1802,5.0,MO,Other,2012,700.0
0.1385,10.0,GA,Executive,2013,660.0
0.163,4.0,TX,Nurse (RN),2013,700.0
0.3204,6.0,OH,Professional,2012,660.0
0.1254,9.0,CA,Computer Programmer,2011,740.0
0.187,4.0,OR,Other,2013,680.0
0.3077,2.0,FL,Professional,2012,720.0
0.2053,7.0,GA,Teacher,2012,700.0
0.1945,4.0,GA,Nurse (RN),2013,700.0
0.1365,10.0,MA,Accountant/CPA,2014,640.0
0.1485,6.0,AK,Other,2014,700.0
0.0929,8.0,TX,Other,2011,720.0
0.1255,6.0,NC,Medical Technician,2014,700.0
0.3077,4.0,IL,Other,2012,740.0
0.1805,4.0,NJ,Executive,2013,700.0
0.2759,2.0,FL,Other,2013,660.0
0.0499,10.0,IL,Analyst,2011,740.0
0.1199,7.0,MI,Doctor,2013,680.0
0.3077,5.0,IL,Other,2012,700.0
0.1499,6.0,NY,Nurse (RN),2013,680.0
0.2569,1.0,PA,Food Service,2011,820.0
0.33,8.0,VA,Laborer,2009,640.0
0.221,6.0,FL,Other,2013,660.0
0.1299,8.0,TN,Truck Driver,2011,720.0
0.2298,7.0,LA,Other,2012,780.0
0.2569,5.0,CO,Computer Programmer,2011,660.0
0.0999,5.0,AZ,Computer Programmer,2014,700.0
0.34,5.0,WA,Other,2009,600.0
0.1499,8.0,TX,Executive,2012,740.0
0.2279,6.0,MA,Sales - Commission,2013,720.0
0.1555,4.0,CA,Medical Technician,2013,680.0
0.1595,8.0,MA,Attorney,2013,680.0
0.2099,3.0,SC,Other,2013,760.0
0.1139,6.0,IL,Other,2014,700.0
0.2392,7.0,NY,Professional,2012,660.0
0.0895,9.0,FL,Sales - Retail,2009,760.0
0.0874,10.0,MN,Other,2013,700.0
0.3077,4.0,CA,Sales - Retail,2012,680.0
0.089,5.0,IL,Nurse's Aide,2014,780.0
0.2332,3.0,KY,Truck Driver,2013,780.0
0.1999,7.0,FL,Other,2012,640.0
0.1485,4.0,VA,Executive,2014,680.0
0.2389,6.0,LA,Military Enlisted,2012,720.0
0.0769,7.0,LA,Attorney,2013,740.0
0.1059,4.0,UT,Teacher,2013,680.0
0.1905,6.0,AR,Skilled Labor,2012,660.0
0.2599,4.0,VA,Military Enlisted,2013,660.0
0.0939,10.0,CA,Other,2013,660.0
0.1419,6.0,TX,Executive,2013,720.0
0.1699,8.0,TX,Other,2011,700.0
0.2193,3.0,SC,Postal Service,2012,680.0
0.1505,5.0,LA,Other,2014,680.0
0.2352,6.0,OH,Truck Driver,2012,720.0
0.3099,4.0,NY,Professional,2011,760.0
0.3077,6.0,IL,Construction,2012,640.0
0.3049,5.0,LA,Accountant/CPA,2011,700.0
0.2507,8.0,FL,Sales - Commission,2010,700.0
0.1051,9.0,NE,Computer Programmer,2012,760.0
0.1123,8.0,TX,Other,2012,740.0
0.1585,8.0,NJ,Executive,2014,660.0
0.1999,6.0,FL,Retail Management,2012,780.0
0.1649,6.0,MT,Military Enlisted,2011,680.0
0.3077,4.0,CT,Police Officer/Correction Officer,2012,660.0
0.2324,4.0,MI,Sales - Retail,2014,660.0
0.1089,9.0,CA,Other,2013,680.0
0.1634,5.0,PA,Police Officer/Correction Officer,2013,760.0
0.2219,5.0,CA,Tradesman - Electrician,2013,680.0
0.3099,2.0,NC,Nurse (RN),2011,740.0
0.1119,6.0,IL,Other,2013,680.0
0.0719,8.0,MS,Other,2013,800.0
0.0666,11.0,OH,Computer Programmer,2013,740.0
0.0529,11.0,WI,Skilled Labor,2014,740.0
0.1001,8.0,NJ,Other,2012,800.0
0.2159,5.0,PA,Military Enlisted,2013,760.0
0.1799,7.0,OH,Analyst,2011,720.0
0.1359,6.0,VA,Administrative Assistant,2013,740.0
0.0689,10.0,NJ,Executive,2012,780.0
0.2475,7.0,AL,Other,2010,640.0
0.1695,4.0,NC,Laborer,2014,700.0
0.1214,4.0,CA,Other,2014,720.0
0.3077,3.0,TN,Teacher,2012,800.0
0.1139,7.0,MI,Other,2014,700.0
0.1729,4.0,SC,Other,2009,740.0
0.2499,6.0,WA,Social Worker,2011,680.0
0.0999,8.0,FL,Clerical,2013,740.0
0.2126,6.0,MO,Other,2012,760.0
0.1505,4.0,MD,Professional,2014,660.0
0.1669,4.0,NJ,Accountant/CPA,2013,700.0
0.2475,6.0,CA,Administrative Assistant,2010,740.0
0.1665,7.0,NV,Analyst,2014,660.0
0.139,8.0,AL,Sales - Retail,2011,780.0
0.1365,5.0,CA,Other,2014,660.0
0.3077,1.0,TN,Tradesman - Plumber,2012,640.0
0.134,3.0,VA,Professional,2013,720.0
0.1764,4.0,TX,Skilled Labor,2013,720.0
0.1214,8.0,FL,Nurse (RN),2014,740.0
0.1234,8.0,NH,Sales - Retail,2013,740.0
0.1249,2.0,CA,Other,2013,760.0
0.2499,6.0,NC,Laborer,2011,760.0
0.0666,9.0,HI,Other,2013,780.0
0.189,9.0,MA,Professional,2010,660.0
0.0649,10.0,FL,Professional,2012,840.0
0.1335,4.0,FL,Other,2014,680.0
0.1299,7.0,CA,Chemist,2013,660.0
0.145,2.0,TX,Executive,2013,760.0
0.29,3.0,NY,Architect,2009,620.0
0.1499,6.0,NJ,Executive,2012,700.0
0.101,8.0,CO,Professional,2011,680.0
0.1634,4.0,NC,Nurse (RN),2013,740.0
0.1103,10.0,NY,Police Officer/Correction Officer,2013,680.0
0.14,7.0,FL,Other,2013,700.0
0.2474,5.0,FL,Tradesman - Electrician,2011,640.0
0.1053,8.0,IL,Executive,2013,760.0
0.2605,2.0,MI,Skilled Labor,2012,660.0
0.0864,8.0,FL,Accountant/CPA,2012,680.0
0.1053,8.0,IN,Other,2013,700.0
0.2392,3.0,TN,Professional,2013,700.0
0.0874,7.0,SC,Nurse (RN),2013,720.0
0.3077,2.0,IL,Food Service Management,2012,620.0
0.142,4.0,AL,Executive,2013,680.0
0.1214,8.0,KS,Attorney,2014,720.0
0.0799,10.0,NY,Analyst,2011,800.0
0.2172,4.0,GA,Other,2013,640.0
0.1669,6.0,TN,Accountant/CPA,2013,720.0
0.1539,5.0,NM,Other,2013,700.0
0.0934,9.0,MI,Civil Service,2013,740.0
0.2599,3.0,NJ,Medical Technician,2013,660.0
0.174,5.0,MO,Laborer,2013,680.0
0.0624,10.0,VA,Professional,2012,780.0
0.2709,2.0,MD,Skilled Labor,2013,680.0
0.2369,4.0,IL,Attorney,2013,660.0
0.1319,7.0,MD,Truck Driver,2013,700.0
0.2709,2.0,FL,Other,2013,700.0
0.2858,6.0,CA,Other,2012,660.0
0.14,4.0,TX,Teacher,2013,700.0
0.275,3.0,TX,Other,2013,640.0
0.1724,4.0,WA,Professional,2013,680.0
0.2399,6.0,IL,Professional,2012,700.0
0.089,10.0,NJ,Analyst,2014,740.0
0.1668,8.0,AL,Civil Service,2012,700.0
0.1575,4.0,NM,Other,2014,680.0
0.0974,9.0,TN,Professional,2011,720.0
0.0939,7.0,IL,Analyst,2014,680.0
0.1174,4.0,CA,Other,2013,700.0
0.14,5.0,OK,Nurse (RN),2014,700.0
0.1805,2.0,NM,Executive,2014,700.0
0.1139,8.0,AL,Other,2013,680.0
0.27,2.0,NE,Other,2014,680.0
0.101,8.0,FL,Food Service Management,2011,740.0
0.0955,9.0,MD,Administrative Assistant,2010,760.0
0.2387,8.0,NY,Analyst,2009,640.0
0.1555,6.0,IL,Sales - Commission,2014,740.0
0.2932,2.0,CO,Other,2013,720.0
0.174,5.0,CA,Other,2013,680.0
0.2825,3.0,NV,Other,2013,680.0
0.1595,9.0,AZ,Professional,2013,720.0
0.1924,5.0,TX,Civil Service,2013,680.0
0.17,4.0,CA,Nurse (RN),2013,700.0
0.1419,7.0,FL,Construction,2013,700.0
0.2636,2.0,RI,Other,2013,760.0
0.1999,7.0,OH,Attorney,2012,720.0
0.2204,3.0,OH,Professor,2014,660.0
0.3158,6.0,FL,Executive,2012,660.0
0.2973,2.0,MO,Professional,2012,640.0
0.1625,8.0,GA,Analyst,2014,640.0
0.277,6.0,NY,Other,2012,680.0
0.1634,5.0,NY,Other,2013,740.0
0.1119,7.0,VA,Civil Service,2013,760.0
0.1374,6.0,NH,Construction,2013,740.0
0.265,7.0,SC,Computer Programmer,2010,720.0
0.1999,5.0,IL,Other,2013,680.0
0.187,5.0,OH,Sales - Commission,2014,660.0
0.092,9.0,IN,Engineer - Electrical,2010,780.0
0.1359,5.0,FL,Other,2013,680.0
0.1959,8.0,VA,Engineer - Electrical,2013,660.0
0.3335,6.0,OK,Truck Driver,2010,680.0
0.2825,3.0,TX,Other,2013,640.0
0.2352,6.0,MD,Other,2012,680.0
0.152,5.0,IL,Professional,2013,660.0
0.2899,3.0,OR,Other,2012,600.0
0.1949,7.0,CA,Other,2012,660.0
0.1409,5.0,FL,Pharmacist,2013,740.0
0.1365,8.0,MT,Teacher,2014,720.0
0.2999,6.0,NM,Other,2011,620.0
0.0699,9.0,MN,Tradesman - Mechanic,2013,780.0
0.0899,10.0,NM,Other,2012,740.0
0.089,8.0,OH,Skilled Labor,2013,700.0
0.2612,5.0,FL,Other,2013,660.0
0.2479,3.0,NM,Computer Programmer,2013,700.0
0.1924,8.0,NY,Professor,2012,700.0
0.34,7.0,LA,Other,2010,620.0
0.1775,4.0,CA,Bus Driver,2014,660.0
0.3049,5.0,NC,Analyst,2011,680.0
0.3077,3.0,IL,Other,2013,720.0
0.1479,5.0,NC,Sales - Retail,2013,760.0
0.1255,4.0,FL,Analyst,2014,680.0
0.2767,6.0,TX,Teacher,2012,700.0
0.0669,10.0,DE,Professional,2014,700.0
0.1585,2.0,WA,Computer Programmer,2014,740.0
0.2466,6.0,MN,Retail Management,2013,640.0
0.2832,2.0,VA,Nurse's Aide,2013,700.0
0.2055,4.0,VA,Professional,2013,660.0
0.3077,2.0,CA,Other,2012,720.0
0.2612,2.0,TN,Nurse (RN),2013,740.0
0.3099,5.0,CT,Other,2011,660.0
0.174,7.0,CA,Skilled Labor,2014,660.0
0.117,8.0,TX,Skilled Labor,2012,860.0
0.1674,8.0,TX,Other,2012,680.0
0.0719,11.0,IN,Computer Programmer,2013,700.0
0.1463,7.0,NY,Administrative Assistant,2013,640.0
0.1199,8.0,CA,Professional,2013,660.0
0.1399,8.0,WA,Civil Service,2011,660.0
0.277,6.0,RI,Sales - Retail,2012,700.0
0.1521,8.0,IL,Other,2011,740.0
0.3395,4.0,CO,Other,2010,640.0
0.3204,6.0,CA,Other,2012,660.0
0.2172,3.0,OH,Administrative Assistant,2013,700.0
0.0649,10.0,CA,Professor,2012,820.0
0.285,6.0,VA,Professional,2010,740.0
0.1599,6.0,MD,Retail Management,2013,720.0
0.0666,11.0,CA,Professional,2013,720.0
0.1585,3.0,NE,Professional,2014,740.0
0.2154,6.0,MA,Other,2012,660.0
0.205,4.0,GA,Principal,2014,700.0
0.1199,9.0,CA,Civil Service,2013,720.0
0.2246,3.0,MA,Professional,2013,640.0
0.2958,6.0,TN,Other,2012,680.0
0.1039,10.0,TX,Social Worker,2014,660.0
0.3077,4.0,VA,Other,2012,680.0
0.0999,10.0,OH,Civil Service,2013,740.0
0.0616,10.0,NY,Other,2013,780.0
0.2599,2.0,NY,Skilled Labor,2013,720.0
0.2999,4.0,NC,Computer Programmer,2011,640.0
0.1349,8.0,CA,Computer Programmer,2011,740.0
0.1199,8.0,GA,Other,2013,780.0
0.3034,6.0,WA,Other,2013,700.0
0.2499,6.0,TX,Other,2011,720.0
0.2099,3.0,WI,Clerical,2013,700.0
0.2259,3.0,NY,Other,2013,700.0
0.2048,6.0,NJ,Teacher,2012,760.0
0.0769,11.0,GA,Sales - Retail,2013,800.0
0.13,8.0,NY,Other,2014,720.0
0.3077,3.0,KS,Student - College Junior,2012,700.0
0.1949,4.0,FL,Other,2013,680.0
0.0749,8.0,NY,Analyst,2013,720.0
0.0874,9.0,AZ,Sales - Retail,2012,720.0
0.3034,6.0,GA,Other,2013,720.0
0.2599,7.0,TN,Other,2011,680.0
0.1485,7.0,MS,Other,2013,680.0
0.2389,7.0,NY,Other,2012,660.0
0.2759,2.0,NV,Construction,2013,680.0
0.2265,6.0,IN,Other,2010,800.0
0.1059,11.0,NY,Civil Service,2014,780.0
0.1699,8.0,TX,Engineer - Electrical,2011,680.0
0.2259,5.0,FL,Teacher,2013,640.0
0.2219,6.0,MN,Truck Driver,2013,680.0
0.0704,10.0,FL,Other,2011,800.0
0.3077,5.0,PA,Other,2012,660.0
0.1199,9.0,VA,Executive,2013,720.0
0.198,3.0,NV,Other,2014,660.0
0.1799,7.0,GA,Military Enlisted,2011,700.0
0.1234,6.0,MA,Professional,2013,780.0
0.1365,7.0,SC,Skilled Labor,2014,660.0
0.2525,8.0,AZ,Skilled Labor,2010,640.0
0.188,4.0,NY,Food Service Management,2013,740.0
0.0739,8.0,AZ,Food Service Management,2012,780.0
0.104,9.0,VA,Professional,2011,760.0
0.3077,5.0,LA,Retail Management,2012,700.0
0.1089,8.0,NY,Police Officer/Correction Officer,2014,700.0
0.1255,5.0,NY,Other,2014,680.0
0.0764,8.0,FL,Sales - Commission,2012,800.0
0.2749,3.0,NC,Sales - Retail,2013,660.0
0.2704,7.0,MD,Other,2012,680.0
0.2081,4.0,MN,Truck Driver,2012,720.0
0.2599,2.0,WA,Other,2013,660.0
0.0717,9.0,TX,Other,2012,820.0
0.3077,3.0,IL,Computer Programmer,2012,680.0
0.1099,7.0,NY,Professional,2012,700.0
0.2099,5.0,TX,Medical Technician,2011,640.0
0.3077,4.0,TN,Other,2012,720.0
0.3099,4.0,TN,Other,2011,660.0
0.129,9.0,MN,Medical Technician,2011,720.0
0.2674,2.0,KY,Skilled Labor,2014,660.0
0.1555,4.0,TX,Student - College Graduate Student,2013,720.0
0.1149,7.0,CA,Sales - Retail,2013,660.0
0.1774,4.0,MI,Social Worker,2013,700.0
0.1774,6.0,MO,Administrative Assistant,2013,760.0
0.3099,4.0,NJ,Other,2011,680.0
0.2368,6.0,FL,Skilled Labor,2012,740.0
0.2647,3.0,OR,Executive,2012,640.0
0.2099,6.0,OK,Other,2012,720.0
0.1174,8.0,NJ,Computer Programmer,2014,760.0
0.3077,3.0,MD,Other,2012,720.0
0.2599,3.0,OH,Tradesman - Mechanic,2013,660.0
0.3315,6.0,WA,Sales - Commission,2010,660.0
0.33,6.0,IL,Social Worker,2010,680.0
0.34,5.0,IL,Landscaping,2010,640.0
0.34,2.0,TX,Military Enlisted,2010,640.0
0.2474,4.0,CA,Other,2011,640.0
0.1415,8.0,IL,Clerical,2010,740.0
0.2499,5.0,CT,Other,2011,720.0
0.2532,2.0,MO,Other,2012,700.0
0.1599,8.0,IL,Construction,2011,720.0
0.2368,6.0,CA,Other,2012,720.0
0.0505,11.0,MI,Nurse (RN),2014,780.0
0.173,6.0,UT,Truck Driver,2012,720.0
0.1625,5.0,NJ,Civil Service,2013,700.0
0.189,9.0,SC,Engineer - Electrical,2010,640.0
0.166,5.0,OH,Other,2013,720.0
0.3077,3.0,MD,Sales - Commission,2012,680.0
0.2452,5.0,MI,Engineer - Electrical,2012,760.0
0.1255,4.0,MN,Skilled Labor,2014,680.0
0.2204,2.0,OR,Retail Management,2013,720.0
0.2686,2.0,MD,Other,2013,700.0
0.1579,8.0,AL,Skilled Labor,2012,740.0
0.2587,3.0,OK,Professional,2012,660.0
0.198,7.0,DE,Truck Driver,2014,640.0
0.277,6.0,VA,Computer Programmer,2012,680.0
0.2159,3.0,KY,Analyst,2013,700.0
0.2099,6.0,TX,Analyst,2013,720.0
0.0649,10.0,CA,Administrative Assistant,2012,800.0
0.0709,11.0,IL,Computer Programmer,2014,700.0
0.2524,5.0,MD,Analyst,2012,780.0
0.1549,5.0,NM,Retail Management,2013,720.0
0.3077,3.0,NV,Teacher,2012,720.0
0.2825,2.0,MD,Clerical,2013,680.0
0.1234,5.0,IL,Police Officer/Correction Officer,2013,740.0
0.3099,4.0,TX,Sales - Retail,2011,660.0
0.1214,7.0,AZ,Tradesman - Mechanic,2013,660.0
0.1815,5.0,OK,Other,2013,680.0
0.1995,8.0,PA,Other,2010,700.0
0.1054,9.0,VA,Construction,2011,780.0
0.1579,5.0,NV,Retail Management,2013,700.0
0.2996,2.0,CT,Other,2013,680.0
0.2461,6.0,PA,Bus Driver,2011,740.0
0.185,4.0,IN,Bus Driver,2013,680.0
0.2466,6.0,CA,Professional,2013,620.0
0.3394,2.0,CA,Administrative Assistant,2010,680.0
0.189,9.0,NJ,Other,2010,660.0
0.1665,4.0,ID,Nurse's Aide,2013,740.0
0.0616,7.0,MA,Investor,2013,800.0
0.188,4.0,OH,Administrative Assistant,2013,660.0
0.1884,5.0,CA,Accountant/CPA,2013,740.0
0.2424,5.0,CA,Other,2012,740.0
0.2125,4.0,TX,Other,2013,660.0
0.1089,8.0,WA,Sales - Retail,2013,680.0
0.1199,4.0,TX,Other,2013,740.0
0.2159,5.0,NY,Professional,2013,700.0
0.1585,5.0,CA,Tradesman - Plumber,2013,640.0
0.2055,3.0,TX,Other,2013,660.0
0.1901,7.0,IN,Laborer,2012,640.0
0.1326,7.0,GA,Computer Programmer,2012,620.0
0.2398,7.0,MA,Scientist,2012,740.0
0.3,6.0,TX,Analyst,2009,600.0
0.13,8.0,OR,Analyst,2014,720.0
0.1069,9.0,CA,Analyst,2013,740.0
0.0649,10.0,MN,Other,2012,800.0
0.089,9.0,AL,Teacher,2013,700.0
0.1579,8.0,FL,Executive,2012,700.0
0.2279,4.0,KS,Nurse (RN),2013,680.0
0.2636,4.0,IL,Skilled Labor,2013,640.0
0.0965,10.0,MA,Computer Programmer,2011,780.0
0.2389,7.0,KS,Civil Service,2012,740.0
0.079,9.0,MD,Engineer - Electrical,2011,760.0
0.1059,10.0,NJ,Executive,2013,720.0
0.0709,8.0,CA,Military Enlisted,2014,740.0
0.2399,5.0,CA,Executive,2012,760.0
0.2539,5.0,NY,Teacher,2013,620.0
0.1335,6.0,KY,Other,2013,740.0
0.1884,6.0,OH,Pharmacist,2013,700.0
0.2246,2.0,MA,Sales - Commission,2013,700.0
0.1539,4.0,PA,Other,2013,720.0
0.0735,8.0,IL,Analyst,2009,780.0
0.1585,4.0,AZ,Executive,2014,680.0
0.1154,9.0,OR,Nurse (LPN),2011,740.0
0.2599,6.0,AL,Professional,2011,660.0
0.2612,3.0,CA,Other,2013,640.0
0.1409,4.0,CO,Other,2013,760.0
0.1359,8.0,MO,Professional,2013,680.0
0.13,8.0,NE,Analyst,2013,680.0
0.2289,3.0,AR,Clerical,2012,640.0
0.2246,3.0,NC,Administrative Assistant,2013,680.0
0.2499,7.0,TN,Other,2011,660.0
0.1668,8.0,MA,Military Enlisted,2012,660.0
0.2825,4.0,FL,Attorney,2013,640.0
0.152,7.0,NY,Civil Service,2013,700.0
0.2332,6.0,NE,Computer Programmer,2013,660.0
0.1069,7.0,CA,Teacher,2013,700.0
0.0799,10.0,CA,Other,2012,760.0
0.1053,6.0,IN,Other,2013,680.0
0.2599,6.0,TX,Social Worker,2011,760.0
0.2299,6.0,MA,Professional,2011,640.0
0.2079,4.0,MN,Other,2013,720.0
0.1564,8.0,CA,Accountant/CPA,2011,760.0
0.1919,4.0,FL,Analyst,2013,720.0
0.139,8.0,TN,Other,2010,740.0
0.1965,8.0,OH,Other,2009,700.0
0.1359,6.0,CO,Teacher,2013,760.0
0.2389,7.0,OR,Professional,2012,660.0
0.3077,5.0,WI,Retail Management,2012,700.0
0.0985,10.0,NC,Other,2012,820.0
0.1039,11.0,NV,Engineer - Electrical,2014,660.0
0.2125,4.0,WA,Military Enlisted,2013,660.0
0.169,4.0,IN,Sales - Commission,2014,640.0
0.1435,6.0,WI,Computer Programmer,2013,680.0
0.2599,8.0,OH,Landscaping,2011,640.0
0.1103,7.0,NY,Professional,2013,740.0
0.1805,2.0,NJ,Postal Service,2013,720.0
0.173,6.0,VA,Professional,2012,660.0
0.2473,6.0,IL,Clerical,2012,740.0
0.1695,4.0,NJ,Professional,2014,700.0
0.2599,6.0,KY,Professional,2011,700.0
0.2289,3.0,NY,Other,2012,640.0
0.3034,2.0,MO,Nurse (RN),2013,780.0
0.3034,4.0,WA,Other,2013,640.0
0.3027,4.0,CT,Sales - Retail,2011,680.0
0.2454,3.0,OH,Analyst,2013,680.0
0.139,8.0,MS,Professional,2010,760.0
0.1499,8.0,OH,Professional,2012,760.0
0.2999,2.0,CA,Professional,2011,720.0
0.2799,3.0,OH,Other,2011,640.0
0.2625,7.0,VA,Other,2010,680.0
0.2392,3.0,VA,Social Worker,2013,680.0
0.0874,8.0,GA,Other,2012,740.0
0.2021,3.0,PA,Clerical,2011,680.0
0.2,2.0,TX,Computer Programmer,2014,700.0
0.1053,8.0,FL,Executive,2013,700.0
0.1585,4.0,NJ,Computer Programmer,2014,720.0
0.085,6.0,NJ,Nurse (LPN),2010,860.0
0.1089,6.0,GA,Computer Programmer,2014,660.0
0.1319,5.0,GA,Accountant/CPA,2013,720.0
0.1385,6.0,WI,Other,2013,740.0
0.083,6.0,SD,Truck Driver,2014,740.0
0.1124,8.0,CA,Analyst,2012,680.0
0.1073,8.0,CO,Analyst,2012,780.0
0.1435,8.0,AZ,Other,2014,700.0
0.3077,2.0,IL,Other,2012,700.0
0.1539,4.0,CA,Other,2013,720.0
0.0699,9.0,MO,Pharmacist,2013,800.0
0.3077,3.0,FL,Accountant/CPA,2012,700.0
0.1945,4.0,OH,Investor,2013,660.0
0.1945,6.0,OH,Computer Programmer,2013,680.0
